ds_out_pkts 1138270201:6 1138269961:6 1138270141:6 1138270021:6 1138270081:6
ds_in_bits 1138270201:898 1138269961:898 1138270141:898 1138270021:898 1138270081:898
ds_out_bits 1138270201:1142 1138269961:1141 1138270141:1141 1138270021:1141 1138270081:1141
ds_in_pkts 1138270321:4 1138270261:4 1138270441:128
ds_out_pkts 1138270321:6 1138270261:6 1138270441:95
ds_in_bits 1138270321:898 1138270261:898 1138270441:104350
ds_out_bits 1138270321:1141 1138270261:1141 1138270441:10445
ds_in_pkts 1138270561:2 1138270801:38 1138270741:491 1138270622:64 1138270681:76
ds_out_pkts 1138270561:4 1138270801:27 1138270741:340 1138270622:47 1138270681:71
ds_in_bits 1138270561:120 1138270801:28008 1138270741:583906 1138270622:49441 1138270681:61724
ds_out_bits 1138270561:212 1138270801:3475 1138270741:55248 1138270622:10976 1138270681:7969
ds_in_pkts 1138270921:73 1138271101:64 1138270861:96 1138271041:14 1138270981:48
ds_out_pkts 1138270921:67 1138271101:58 1138270861:84 1138271041:14 1138270981:44
ds_in_bits 1138270921:41686 1138271101:39792 1138270861:41177 1138271041:9334 1138270981:26837
ds_out_bits 1138270921:15065 1138271101:7521 1138270861:11219 1138271041:1645 1138270981:5887
ds_in_pkts 1138271161:13 1138271341:150 1138271401:35
ds_out_pkts 1138271161:13 1138271341:138 1138271401:33
ds_in_bits 1138271161:927 1138271341:84729 1138271401:17444
ds_out_bits 1138271161:1318 1138271341:18150 1138271401:4500
ds_in_pkts 1138271641:24 1138271701:41
ds_out_pkts 1138271641:22 1138271701:39
ds_in_bits 1138271641:13025 1138271701:21246
ds_out_bits 1138271641:2946 1138271701:5222
ds_in_pkts 1138271761:37 1138271821:36 1138271881:95
ds_out_pkts 1138271761:37 1138271821:34 1138271881:84
ds_in_bits 1138271761:12619 1138271821:18952 1138271881:55856
ds_out_bits 1138271761:4609 1138271821:4471 1138271881:10761
ds_in_pkts 1138272121:2289 1138272061:169
ds_out_pkts 1138272121:951 1138272061:146
ds_in_bits 1138272121:3219404 1138272061:93272
ds_out_bits 1138272121:51156 1138272061:15013
ds_in_pkts 1138272721:10
ds_out_pkts 1138272721:10
ds_in_bits 1138272721:836
ds_out_bits 1138272721:912
ds_in_pkts 1138273621:10
ds_out_pkts 1138273621:10
ds_in_bits 1138273621:836
ds_out_bits 1138273621:912
ds_in_pkts 1138274221:1 1138274341:18
ds_out_pkts 1138274221:1 1138274341:11
ds_in_bits 1138274221:40 1138274341:20352
ds_out_bits 1138274221:60 1138274341:1457
ds_in_pkts 1138274581:102 1138274701:872
ds_out_pkts 1138274581:91 1138274701:631
ds_in_bits 1138274581:65137 1138274701:1242600
ds_out_bits 1138274581:17245 1138274701:39066
ds_in_pkts 1138275481:10
ds_out_pkts 1138275481:10
ds_in_bits 1138275481:836
ds_out_bits 1138275481:912
ds_in_pkts 1138276441:10
ds_out_pkts 1138276441:10
ds_in_bits 1138276441:836
ds_out_bits 1138276441:912
ds_in_pkts 1138276921:22 1138277101:54
ds_out_pkts 1138276921:22 1138277101:37
ds_in_bits 1138276921:11075 1138277101:62898
ds_out_bits 1138276921:5747 1138277101:4764
ds_in_pkts 1138277341:10
ds_out_pkts 1138277341:10
ds_in_bits 1138277341:836
ds_out_bits 1138277341:912
ds_in_pkts 1138278001:24
ds_out_pkts 1138278001:18
ds_in_bits 1138278001:22474
ds_out_bits 1138278001:2143
ds_in_pkts 1138278121:9 1138278301:10
ds_out_pkts 1138278121:9 1138278301:10
ds_in_bits 1138278121:685 1138278301:836
ds_out_bits 1138278121:7564 1138278301:912
ds_in_pkts 1138279201:10
ds_out_pkts 1138279201:10
ds_in_bits 1138279201:836
ds_out_bits 1138279201:912
ds_in_pkts 1138279261:19 1138279381:39
ds_out_pkts 1138279261:19 1138279381:25
ds_in_bits 1138279261:1268 1138279381:51806
ds_out_bits 1138279261:2515 1138279381:3065
ds_in_pkts 1138279561:163 1138279741:453 1138279621:862 1138279681:347
ds_out_pkts 1138279561:94 1138279741:391 1138279621:852 1138279681:375
ds_in_bits 1138279561:186650 1138279741:446260 1138279621:602864 1138279681:248184
ds_out_bits 1138279561:16706 1138279741:51956 1138279621:100101 1138279681:51113
ds_in_pkts 1138280101:620 1138279921:199 1138280041:36 1138279861:129 1138279981:72
ds_out_pkts 1138280101:334 1138279921:121 1138280041:34 1138279861:117 1138279981:44
ds_in_bits 1138280101:785032 1138279921:252739 1138280041:28002 1138279861:112490 1138279981:69403
ds_out_bits 1138280101:25836 1138279921:11289 1138280041:4450 1138279861:31889 1138279981:6571
ds_in_pkts 1138280341:435 1138280161:335 1138280401:716 1138280221:884 1138280281:213
ds_out_pkts 1138280341:204 1138280161:164 1138280401:431 1138280221:480 1138280281:117
ds_in_bits 1138280341:555393 1138280161:414614 1138280401:803580 1138280221:1075305 1138280281:255718
ds_out_bits 1138280341:14209 1138280161:13713 1138280401:167598 1138280221:112291 1138280281:16421
ds_in_pkts 1138280521:251 1138280641:6 1138280701:160 1138280461:198 1138280581:174
ds_out_pkts 1138280521:268 1138280641:5 1138280701:101 1138280461:174 1138280581:113
ds_in_bits 1138280521:105347 1138280641:2946 1138280701:153829 1138280461:160032 1138280581:194372
ds_out_bits 1138280521:49809 1138280641:1080 1138280701:38712 1138280461:20311 1138280581:13130
ds_in_pkts 1138280941:54
ds_out_pkts 1138280941:39
ds_in_bits 1138280941:59040
ds_out_bits 1138280941:5337
ds_in_pkts 1138281061:10
ds_out_pkts 1138281061:10
ds_in_bits 1138281061:836
ds_out_bits 1138281061:912
ds_in_pkts 1138281601:19
ds_out_pkts 1138281601:13
ds_in_bits 1138281601:21852
ds_out_bits 1138281601:1561
ds_in_pkts 1138282021:10
ds_out_pkts 1138282021:10
ds_in_bits 1138282021:836
ds_out_bits 1138282021:912
ds_in_pkts 1138282921:10
ds_out_pkts 1138282921:10
ds_in_bits 1138282921:836
ds_out_bits 1138282921:912
ds_in_pkts 1138283881:10
ds_out_pkts 1138283881:10
ds_in_bits 1138283881:836
ds_out_bits 1138283881:912
ds_in_pkts 1138284241:16
ds_out_pkts 1138284241:13
ds_in_bits 1138284241:912
ds_out_bits 1138284241:1409
ds_in_pkts 1138284781:10
ds_out_pkts 1138284781:10
ds_in_bits 1138284781:836
ds_out_bits 1138284781:912
ds_in_pkts 1138285201:18 1138285141:15
ds_out_pkts 1138285201:11 1138285141:14
ds_in_bits 1138285201:20352 1138285141:1031
ds_out_bits 1138285201:1457 1138285141:2643
ds_in_pkts 1138285321:9 1138285381:6 1138285441:7
ds_out_pkts 1138285321:10 1138285381:7 1138285441:7
ds_in_bits 1138285321:685 1138285381:686 1138285441:7184
ds_out_bits 1138285321:7616 1138285381:686 1138285441:1244
ds_in_pkts 1138285681:94 1138285741:18 1138285801:18
ds_out_pkts 1138285681:85 1138285741:18 1138285801:10
ds_in_bits 1138285681:92819 1138285741:6443 1138285801:17776
ds_out_bits 1138285681:19657 1138285741:1852 1138285801:1237
ds_in_pkts 1138286041:8 1138285981:4
ds_out_pkts 1138286041:7 1138285981:6
ds_in_bits 1138286041:6972 1138285981:360
ds_out_bits 1138286041:912 1138285981:1151
ds_in_pkts 1138286281:17 1138286221:11 1138286341:16
ds_out_pkts 1138286281:14 1138286221:10 1138286341:17
ds_in_bits 1138286281:11195 1138286221:7050 1138286341:8411
ds_out_bits 1138286281:1751 1138286221:1643 1138286341:4610
ds_in_pkts 1138286641:10 1138286461:19
ds_out_pkts 1138286641:10 1138286461:15
ds_in_bits 1138286641:836 1138286461:17452
ds_out_bits 1138286641:912 1138286461:1815
ds_in_pkts 1138287241:37 1138287301:23
ds_out_pkts 1138287241:28 1138287301:20
ds_in_bits 1138287241:35175 1138287301:8973
ds_out_bits 1138287241:3010 1138287301:2166
ds_in_pkts 1138287601:10 1138287421:16
ds_out_pkts 1138287601:10 1138287421:20
ds_in_bits 1138287601:836 1138287421:1174
ds_out_bits 1138287601:912 1138287421:2318
ds_in_pkts 1138287721:116 1138287901:17 1138287661:7 1138287781:13
ds_out_pkts 1138287721:99 1138287901:16 1138287661:6 1138287781:12
ds_in_bits 1138287721:120198 1138287901:14109 1138287661:3098 1138287781:2499
ds_out_bits 1138287721:15942 1138287901:2440 1138287661:791 1138287781:1920
ds_in_pkts 1138288081:15 1138288141:154
ds_out_pkts 1138288081:13 1138288141:126
ds_in_bits 1138288081:14491 1138288141:134960
ds_out_bits 1138288081:1714 1138288141:20836
ds_in_pkts 1138288321:54 1138288501:10 1138288261:505 1138288441:6
ds_out_pkts 1138288321:49 1138288501:10 1138288261:562 1138288441:6
ds_in_bits 1138288321:8694 1138288501:836 1138288261:63331 1138288441:674
ds_out_bits 1138288321:6896 1138288501:912 1138288261:52974 1138288441:634
ds_in_pkts 1138288561:9 1138288682:93
ds_out_pkts 1138288561:9 1138288682:97
ds_in_bits 1138288561:685 1138288682:7387
ds_out_bits 1138288561:7674 1138288682:107706
ds_in_pkts 1138288981:15
ds_out_pkts 1138288981:15
ds_in_bits 1138288981:1351
ds_out_bits 1138288981:8406
ds_in_pkts 1138289221:6 1138289341:10
ds_out_pkts 1138289221:7 1138289341:10
ds_in_bits 1138289221:674 1138289341:737
ds_out_bits 1138289221:686 1138289341:7936
ds_in_pkts 1138289521:7 1138289461:10 1138289581:21
ds_out_pkts 1138289521:6 1138289461:11 1138289581:18
ds_in_bits 1138289521:726 1138289461:782 1138289581:21071
ds_out_bits 1138289521:634 1138289461:8076 1138289581:2104
ds_in_pkts 1138289881:11 1138289941:33 1138290001:5
ds_out_pkts 1138289881:13 1138289941:35 1138290001:8
ds_in_bits 1138289881:798 1138289941:19748 1138290001:550
ds_out_bits 1138289881:9749 1138289941:4014 1138290001:718
ds_in_pkts 1138290121:27 1138290301:19 1138290181:6 1138290241:6
ds_out_pkts 1138290121:29 1138290301:18 1138290181:7 1138290241:6
ds_in_bits 1138290121:9967 1138290301:1271 1138290181:686 1138290241:674
ds_out_bits 1138290121:10782 1138290301:2684 1138290181:686 1138290241:634
ds_in_pkts 1138290361:20 1138290601:27 1138290541:24 1138290421:26 1138290481:10
ds_out_pkts 1138290361:20 1138290601:28 1138290541:23 1138290421:27 1138290481:9
ds_in_bits 1138290361:1573 1138290601:23274 1138290541:10593 1138290421:11678 1138290481:8946
ds_out_bits 1138290361:9291 1138290601:3005 1138290541:4550 1138290421:3333 1138290481:988
ds_in_pkts 1138290841:22 1138290721:51 1138290901:6 1138290661:42 1138290781:79
ds_out_pkts 1138290841:20 1138290721:50 1138290901:6 1138290661:40 1138290781:75
ds_in_bits 1138290841:14221 1138290721:31729 1138290901:674 1138290661:23770 1138290781:58307
ds_out_bits 1138290841:3670 1138290721:7599 1138290901:634 1138290661:13096 1138290781:11202
ds_in_pkts 1138291021:10
ds_out_pkts 1138291021:10
ds_in_bits 1138291021:737
ds_out_bits 1138291021:8598
ds_in_pkts 1138291321:10 1138291501:6
ds_out_pkts 1138291321:10 1138291501:6
ds_in_bits 1138291321:836 1138291501:674
ds_out_bits 1138291321:912 1138291501:634
ds_in_pkts 1138291621:10 1138291741:11
ds_out_pkts 1138291621:10 1138291741:13
ds_in_bits 1138291621:737 1138291741:823
ds_out_bits 1138291621:8714 1138291741:1431
ds_in_pkts 1138292041:6 1138292101:17
ds_out_pkts 1138292041:8 1138292101:17
ds_in_bits 1138292041:674 1138292101:1167
ds_out_bits 1138292041:746 1138292101:2088
ds_in_pkts 1138292221:10 1138292341:6
ds_out_pkts 1138292221:10 1138292341:6
ds_in_bits 1138292221:836 1138292341:674
ds_out_bits 1138292221:912 1138292341:634
ds_in_pkts 1138292521:6 1138292461:10 1138292641:10
ds_out_pkts 1138292521:6 1138292461:10 1138292641:10
ds_in_bits 1138292521:674 1138292461:737 1138292641:737
ds_out_bits 1138292521:634 1138292461:8954 1138292641:9084
ds_in_pkts 1138292821:6 1138292941:10
ds_out_pkts 1138292821:6 1138292941:10
ds_in_bits 1138292821:674 1138292941:737
ds_out_bits 1138292821:634 1138292941:9184
ds_in_pkts 1138293121:15 1138293181:10
ds_out_pkts 1138293121:15 1138293181:10 1138293241:9
ds_in_bits 1138293121:1031 1138293181:836
ds_out_bits 1138293121:4775 1138293181:912 1138293241:456
ds_in_pkts 1138293481:117
ds_out_pkts 1138293481:128
ds_in_bits 1138293481:8852
ds_out_bits 1138293481:148018
ds_in_pkts 1138293841:24 1138293781:27
ds_out_pkts 1138293841:25 1138293781:18
ds_in_bits 1138293841:3105 1138293781:21619
ds_out_bits 1138293841:2934 1138293781:4152
ds_in_pkts 1138293961:11 1138294141:203 1138294021:22 1138294201:261 1138294081:113
ds_out_pkts 1138293961:11 1138294141:162 1138294021:25 1138294201:253 1138294081:115
ds_in_bits 1138293961:789 1138294141:209350 1138294021:3135 1138294201:272841 1138294081:14712
ds_out_bits 1138293961:9449 1138294141:12978 1138294021:3082 1138294201:21958 1138294081:14652
ds_in_pkts 1138294501:273 1138294321:11 1138294441:98 1138294261:181 1138294381:6
ds_out_pkts 1138294501:220 1138294321:12 1138294441:76 1138294261:117 1138294381:6
ds_in_bits 1138294501:367162 1138294321:789 1138294441:133043 1138294261:253750 1138294381:686
ds_out_bits 1138294501:14156 1138294321:9615 1138294441:4772 1138294261:6246 1138294381:634
ds_in_pkts 1138294681:15 1138294741:13
ds_out_pkts 1138294681:11 1138294741:13
ds_in_bits 1138294681:9564 1138294741:12064
ds_out_bits 1138294681:2005 1138294741:1199
ds_in_pkts 1138295041:10
ds_out_pkts 1138295041:10
ds_in_bits 1138295041:836
ds_out_bits 1138295041:912
ds_in_pkts 1138295401:77 1138295341:22
ds_out_pkts 1138295401:57 1138295341:17
ds_in_bits 1138295401:73559 1138295341:15570
ds_out_bits 1138295401:17330 1138295341:2017
ds_in_pkts 1138295701:233 1138295521:14 1138295461:62 1138295581:11
ds_out_pkts 1138295701:177 1138295521:14 1138295461:55 1138295581:13
ds_in_bits 1138295701:281545 1138295521:8038 1138295461:42528 1138295581:5562
ds_out_bits 1138295701:14094 1138295521:1686 1138295461:14825 1138295581:1547
ds_in_pkts 1138296001:423 1138295821:18 1138295941:10
ds_out_pkts 1138296001:247 1138295821:17 1138295941:10
ds_in_bits 1138296001:627339 1138295821:20012 1138295941:836
ds_out_bits 1138296001:13322 1138295821:1069 1138295941:912
ds_in_pkts 1138296061:18
ds_out_pkts 1138296061:11
ds_in_bits 1138296061:20352
ds_out_bits 1138296061:1457
ds_in_pkts 1138296361:159 1138296421:112 1138296541:11
ds_out_pkts 1138296361:101 1138296421:72 1138296541:10
ds_in_bits 1138296361:197344 1138296421:134551 1138296541:774
ds_out_bits 1138296361:7600 1138296421:5326 1138296541:9740
ds_in_pkts 1138296841:87 1138296661:12 1138296901:10 1138296781:6
ds_out_pkts 1138296841:65 1138296661:12 1138296901:10 1138296781:6
ds_in_bits 1138296841:84157 1138296661:3984 1138296901:836 1138296781:686
ds_out_bits 1138296841:10975 1138296661:1607 1138296901:912 1138296781:634
ds_in_pkts 1138297081:72 1138297021:5 1138297201:17 1138297141:74
ds_out_pkts 1138297081:53 1138297021:5 1138297201:17 1138297141:59
ds_in_bits 1138297081:69857 1138297021:462 1138297201:1475 1138297141:62722
ds_out_bits 1138297081:5662 1138297021:626 1138297201:10542 1138297141:5437
ds_in_pkts 1138297321:26 1138297261:87 1138297441:6 1138297381:11
ds_out_pkts 1138297321:27 1138297261:72 1138297441:6 1138297381:11
ds_in_bits 1138297321:11562 1138297261:65275 1138297441:674 1138297381:789
ds_out_bits 1138297321:3443 1138297261:8112 1138297441:634 1138297381:10013
ds_in_pkts 1138297561:11 1138297801:323 1138297741:204 1138297681:343
ds_out_pkts 1138297561:11 1138297801:268 1138297741:159 1138297681:268
ds_in_bits 1138297561:789 1138297801:385608 1138297741:253734 1138297681:494975
ds_out_bits 1138297561:10122 1138297801:14517 1138297741:9785 1138297681:14178
ds_in_pkts 1138297921:49
ds_out_pkts 1138297921:45
ds_in_bits 1138297921:27162
ds_out_bits 1138297921:14226
ds_in_pkts 1138298281:25
ds_out_pkts 1138298281:28
ds_in_bits 1138298281:3611
ds_out_bits 1138298281:3686
ds_in_pkts 1138298521:5 1138298581:247 1138298701:11 1138298641:13
ds_out_pkts 1138298521:5 1138298581:165 1138298701:11 1138298641:13
ds_in_bits 1138298521:487 1138298581:259672 1138298701:789 1138298641:927
ds_out_bits 1138298521:567 1138298581:17078 1138298701:10326 1138298641:1735
ds_in_pkts 1138299001:10 1138298761:5 1138298941:11 1138298881:6
ds_out_pkts 1138299001:12 1138298761:5 1138298941:15 1138298881:11
ds_in_bits 1138299001:6552 1138298761:418 1138298941:653 1138298881:674
ds_out_bits 1138299001:1431 1138298761:457 1138298941:12003 1138298881:894
ds_in_pkts 1138299241:6 1138299301:5 1138299061:6 1138299181:11
ds_out_pkts 1138299241:6 1138299301:5 1138299061:6 1138299181:11
ds_in_bits 1138299241:674 1138299301:462 1138299061:674 1138299181:789
ds_out_bits 1138299241:634 1138299301:643 1138299061:634 1138299181:10563
ds_in_pkts 1138299361:11 1138299421:38 1138299481:63
ds_out_pkts 1138299361:11 1138299421:33 1138299481:48
ds_in_bits 1138299361:789 1138299421:20876 1138299481:73414
ds_out_bits 1138299361:10660 1138299421:14110 1138299481:3229
ds_in_pkts 1138299841:6 1138299661:28
ds_out_pkts 1138299841:6 1138299661:21
ds_in_bits 1138299841:674 1138299661:21188
ds_out_bits 1138299841:634 1138299661:2369
ds_in_pkts 1138299961:12 1138300021:36 1138300201:34 1138300141:54
ds_out_pkts 1138299961:12 1138300021:25 1138300201:23 1138300141:48
ds_in_bits 1138299961:841 1138300021:37818 1138300201:37033 1138300141:35772
ds_out_bits 1138299961:10959 1138300021:3434 1138300201:2292 1138300141:4970
ds_in_pkts 1138300441:6 1138300261:255 1138300381:75
ds_out_pkts 1138300441:6 1138300261:188 1138300381:53
ds_in_bits 1138300441:686 1138300261:328072 1138300381:81205
ds_out_bits 1138300441:634 1138300261:12772 1138300381:14076
ds_in_pkts 1138300801:62 1138300561:13 1138300621:16 1138300741:9 1138300681:63
ds_out_pkts 1138300801:51 1138300561:14 1138300621:16 1138300741:7 1138300681:52
ds_in_bits 1138300801:37028 1138300561:910 1138300621:1510 1138300741:6261 1138300681:51054
ds_out_bits 1138300801:14883 1138300561:14181 1138300621:1546 1138300741:684 1138300681:6303
ds_in_pkts 1138300921:6 1138301041:10 1138301101:6 1138300861:10 1138300981:10
ds_out_pkts 1138300921:8 1138301041:8 1138301101:6 1138300861:8 1138300981:8
ds_in_bits 1138300921:674 1138301041:7270 1138301101:674 1138300861:7610 1138300981:7218
ds_out_bits 1138300921:738 1138301041:746 1138301101:634 1138300861:728 1138300981:730
ds_in_pkts 1138301401:480 1138301221:12 1138301341:38
ds_out_pkts 1138301401:230 1138301221:12 1138301341:28
ds_in_bits 1138301401:699605 1138301221:841 1138301341:30960
ds_out_bits 1138301401:12942 1138301221:11406 1138301341:3170
ds_in_pkts 1138301521:10 1138301461:12
ds_out_pkts 1138301521:10 1138301461:12
ds_in_bits 1138301521:836 1138301461:841
ds_out_bits 1138301521:912 1138301461:11512
ds_in_pkts 1138304281:13 1138304341:10
ds_out_pkts 1138304281:13 1138304341:10
ds_in_bits 1138304281:893 1138304341:836
ds_out_bits 1138304281:12475 1138304341:912
ds_in_pkts 1138304761:6 1138305001:24 1138304881:1864
ds_out_pkts 1138304761:6 1138305001:16 1138304881:2599
ds_in_bits 1138304761:674 1138305001:19118 1138304881:106087
ds_out_bits 1138304761:634 1138305001:1726 1138304881:3802270
ds_in_pkts 1138305121:27 1138305241:10
ds_out_pkts 1138305121:30 1138305241:10
ds_in_bits 1138305121:3651 1138305241:836
